claim_number,policy_number,policyholder_id,vehicle_vin,claim_type,claim_status,severity,incident_date,incident_location,incident_description,number_of_vehicles_involved,claimed_amount,approved_amount,paid_amount,payment_method,incident_evidence,fraud_score,is_fraudulent,fraud_reason,submitted_date,reviewed_date,closed_date
CLM-703533624700,POL-914475219978,ZW-PH-6699311602,RUP8305TG9ZU32KPZ,ACCIDENT,UNDER_REVIEW,MAJOR,2025-08-10 14:29:58,"Border Post Area, Mutare, MANICALAND",Single vehicle accident — lost control on wet road near Mutare,1,7530.97,3630.764416,3630.764416,ECOCASH,,0.7318,True,Claim exceeds market value for 9-year-old vehicle; Incident at border crossing — difficult to verify independently,2025-08-11 21:29:58,2025-08-16 21:29:58,
CLM-079673190669,POL-708557168957,ZW-PH-8645279093,Y9SSTNDZ1ETH52BCZ,ACCIDENT,CLOSED,MAJOR,2025-04-06 07:51:21,"Bulawayo Road, Triangle, MASVINGO",Multi-vehicle collision on A1 highway due to sudden braking,1,2650.91,2598.952164,2598.952164,BANK_TRANSFER,,0.1702,False,,2025-04-07 00:51:21,2025-04-14 00:51:21,2025-04-29 00:51:21
CLM-990427485278,POL-061953067434,ZW-PH-9508842754,LJZ497CE88VUA9HL8,VANDALISM,PAID,MODERATE,2026-03-11 18:22:14,"Residential Area, Chimanimani, MANICALAND",Vehicle spray-painted with graffiti in Mbare overnight,1,7401.06,6801.57414,6801.57414,BANK_TRANSFER,,0.1696,False,,2026-03-14 10:22:14,2026-04-03 10:22:14,
CLM-211053835821,POL-061953067434,ZW-PH-9508842754,LJZ497CE88VUA9HL8,ACCIDENT,APPROVED,MINOR,2026-04-03 02:24:51,"Farm Road, Chimanimani, MANICALAND","Hit and run incident on Simon Mazorodze Road, other driver fled",1,1999.24,1828.504904,0.00,ECOCASH,,0.1579,False,,2026-04-06 00:24:51,2026-04-16 00:24:51,
CLM-087113779852,POL-074652386304,ZW-PH-3736425562,H09AD5Z3RX7XZSK3U,ACCIDENT,CLOSED,MODERATE,2025-07-12 08:26:32,"Robert Mugabe Road, Mount Darwin, MASHONALAND_CENTRAL",T-bone collision at four-way stop near Chitungwiza,2,5497.67,4968.794146,4968.794146,BANK_TRANSFER,,0.3871,False,Multiple claims history,2025-07-14 16:26:32,2025-07-22 16:26:32,2025-08-01 16:26:32
CLM-798103956120,POL-074652386304,ZW-PH-3736425562,H09AD5Z3RX7XZSK3U,ACCIDENT,REJECTED,MINOR,2024-11-07 17:00:00,"Commuter Terminus, Mount Darwin, MASHONALAND_CENTRAL",Multi-vehicle collision on A1 highway due to sudden braking,1,31167.28,0.00,0.00,BANK_TRANSFER,,0.8291999999999999,True,Claim amount suspiciously close to coverage limit; Claim filed within first 14 days of policy inception; Staged incident in high-risk location with near-maximum claim; Multiple claims history,2024-11-08 16:00:00,2024-12-01 16:00:00,2024-12-01 16:00:00
CLM-808680097795,POL-074652386304,ZW-PH-3736425562,H09AD5Z3RX7XZSK3U,THEFT,PAID,MODERATE,2025-06-30 01:17:32,"Farm Road, Mount Darwin, MASHONALAND_CENTRAL",Theft of tools from bakkie load bed at construction site,1,5644.25,4988.388150,4988.388150,SWIPE,,0.31020000000000003,False,Multiple claims history,2025-07-01 10:17:32,2025-07-20 10:17:32,
CLM-530560879216,POL-642997701970,ZW-PH-1254961964,C1X5LLD3R03LY7DXK,ACCIDENT,UNDER_REVIEW,MINOR,2026-04-14 06:11:03,"Farm Road, Shurugwi, MIDLANDS",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,546.63,0.00,0.00,CASH,,0.1516,False,Multiple claims history,2026-04-17 02:11:03,,
CLM-466976649285,POL-642997701970,ZW-PH-1254961964,C1X5LLD3R03LY7DXK,ACCIDENT,SUBMITTED,MAJOR,2026-04-20 11:28:23,"Shopping Center Parking, Shurugwi, MIDLANDS","Hit and run incident on Simon Mazorodze Road, other driver fled",3,2726.06,0.00,0.00,BANK_TRANSFER,,0.3049,False,Multiple claims history,2026-04-20 16:28:23,,
CLM-061401505175,POL-642997701970,ZW-PH-1254961964,C1X5LLD3R03LY7DXK,VANDALISM,REJECTED,MODERATE,2026-02-28 10:00:00,"Airport Road, Shurugwi, MIDLANDS","Accident happened, full details still being established",1,2846.15,0.00,0.00,SWIPE,,0.8714,True,Claimed amount grossly inflated beyond vehicle proportion; Claim filed within first 14 days of policy inception; Non-specific incident description; Multiple claims history,2026-03-01 05:00:00,2026-04-05 05:00:00,2026-04-05 05:00:00
CLM-090036540453,POL-190490949347,ZW-PH-7349040797,JXJU51SEXRTXE91CA,ACCIDENT,PAID,MINOR,2024-12-21 03:37:40,"Tollgate, Masvingo, MASVINGO",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,638.19,606.535776,606.535776,CASH,,0.231,False,,2024-12-22 06:37:40,2025-01-10 06:37:40,
CLM-699840934356,POL-923199444651,ZW-PH-3829107589,8YRKMC06N6MPZXJ4H,ACCIDENT,CLOSED,MINOR,2025-06-20 23:35:18,"Tollgate, Chimanimani, MANICALAND",Collision in Westgate shopping mall parking area while reversing,1,860.87,859.923043,859.923043,ECOCASH,,0.16060000000000002,False,Multiple claims history,2025-06-23 05:35:18,2025-07-02 05:35:18,2025-07-07 05:35:18
CLM-920245305012,POL-923199444651,ZW-PH-3829107589,8YRKMC06N6MPZXJ4H,VANDALISM,PAID,MAJOR,2025-01-24 15:18:44,"Simon Mazorodze Road, Chimanimani, MANICALAND",Side mirrors broken off in Hatfield residential area,1,3591.43,3117.720383,3117.720383,BANK_TRANSFER,,0.1887,False,Multiple claims history,2025-01-26 03:18:44,2025-02-01 03:18:44,
CLM-969486237989,POL-923199444651,ZW-PH-3829107589,8YRKMC06N6MPZXJ4H,OTHER,APPROVED,TOTAL_LOSS,2025-07-29 14:50:11,"Simon Mazorodze Road, Chimanimani, MANICALAND",Shopping trolley rolled into vehicle at Pick n Pay car park,1,6088.74,5517.007314,0.00,BANK_TRANSFER,,0.1711,False,Multiple claims history,2025-07-29 15:50:11,2025-08-10 15:50:11,
CLM-049451872337,POL-923199444651,ZW-PH-3829107589,8YRKMC06N6MPZXJ4H,THEFT,PAID,MINOR,2025-02-15 12:58:53,"Robert Mugabe Road, Chimanimani, MANICALAND",Vehicle stolen from residential driveway in Borrowdale overnight,1,766.34,705.952408,705.952408,SWIPE,,0.1906,False,Multiple claims history,2025-02-16 08:58:53,2025-02-21 08:58:53,
CLM-076451172302,POL-831844657403,ZW-PH-5900479447,XGJVXHSP3NHTU2S2E,THEFT,REJECTED,MINOR,2026-02-06 15:39:16,"Bulawayo Road, Makuti, MASHONALAND_WEST","Vehicle stolen from Malls car park, later recovered without engine",1,365.46,0.00,0.00,SWIPE,,0.2888,False,Multiple claims history,2026-02-09 03:39:16,2026-03-04 03:39:16,2026-03-04 03:39:16
CLM-269724714249,POL-831844657403,ZW-PH-5900479447,XGJVXHSP3NHTU2S2E,ACCIDENT,PAID,MODERATE,2026-03-03 20:56:57,"Roadblock, Makuti, MASHONALAND_WEST",Single vehicle accident — lost control on wet road near Mutare,2,714.18,619.979658,619.979658,ECOCASH,,0.1673,False,Multiple claims history,2026-03-05 20:56:57,2026-03-20 20:56:57,
CLM-606026992913,POL-514184656405,ZW-PH-5900479447,BNXWJ35B0V1W2M8P6,ACCIDENT,SUBMITTED,MODERATE,2026-04-20 03:27:25,"Airport Road, Makuti, MASHONALAND_WEST",Backed into another vehicle at Borrowdale Racecourse parking,2,2189.03,0.00,0.00,BANK_TRANSFER,,0.18830000000000002,False,Multiple claims history,2026-04-21 18:27:25,,
CLM-712641920913,POL-514184656405,ZW-PH-5900479447,BNXWJ35B0V1W2M8P6,VANDALISM,SUBMITTED,MODERATE,2026-04-07 01:09:29,"Shopping Center Parking, Makuti, MASHONALAND_WEST",Side mirrors broken off in Hatfield residential area,1,3799.52,0.00,0.00,ECOCASH,,0.3429,False,Multiple claims history,2026-04-09 05:09:29,,
CLM-128624186385,POL-514184656405,ZW-PH-5900479447,BNXWJ35B0V1W2M8P6,ACCIDENT,PAID,MODERATE,2026-03-16 02:23:45,"Farm Road, Makuti, MASHONALAND_WEST",Single vehicle accident — lost control on wet road near Mutare,1,2314.05,2273.554125,2273.554125,ECOCASH,,0.3063,False,Multiple claims history,2026-03-17 04:23:45,2026-04-01 04:23:45,
CLM-108173605125,POL-626894156143,ZW-PH-5937609040,2LP78SV8CM1HB001R,VANDALISM,PAID,TOTAL_LOSS,2025-09-17 17:04:07,"Tollgate, Bulawayo, BULAWAYO",Interior fabric slashed and dashboard cracked,1,8989.58,7766.098162,7766.098162,BANK_TRANSFER,,0.0501,False,,2025-09-18 13:04:07,2025-09-27 13:04:07,
CLM-406749429611,POL-423991613531,ZW-PH-6886422154,K1WY3GEGLEK8D4JPX,ACCIDENT,PAID,MINOR,2025-11-16 19:56:53,"Airport Road, Shurugwi, MIDLANDS",Hit while parked at Sam Levy Shopping Centre,2,3414.09,3113.991489,3113.991489,SWIPE,,0.0026,False,,2025-11-19 13:56:53,2025-12-07 13:56:53,
CLM-132444189488,POL-624907162229,ZW-PH-6886422154,1XT3BKSG774695JA2,ACCIDENT,PAID,MINOR,2026-03-23 01:40:54,"Harare CBD, Shurugwi, MIDLANDS",Collision in Westgate shopping mall parking area while reversing,2,1102.14,1058.495256,1058.495256,BANK_TRANSFER,,0.3765,False,,2026-03-24 01:40:54,2026-04-12 01:40:54,
CLM-868156937404,POL-420351853196,ZW-PH-8109538363,YEXWDAE87CLAZPPKZ,ACCIDENT,PAID,MODERATE,2024-09-10 06:28:08,"Tollgate, Triangle, MASVINGO","Damage noted upon return to vehicle, cause unconfirmed",3,3134.09,1554.05415,1554.05415,BANK_TRANSFER,,0.5905,False,Claimed amount grossly inflated beyond vehicle proportion; Non-specific incident description,2024-09-13 01:28:08,2024-09-19 01:28:08,
CLM-221683987208,POL-401336821280,ZW-PH-4547258124,84YA061XZZRNCE17L,ACCIDENT,SUBMITTED,MODERATE,2025-01-28 06:52:33,"Border Post Area, Beitbridge, MASVINGO","Damage noted upon return to vehicle, cause unconfirmed",1,9707.83,2110.270666,2110.270666,SWIPE,,0.8034,True,Claim exceeds market value for 19-year-old vehicle; Incident at border crossing — difficult to verify independently; Non-specific incident description,2025-01-30 09:52:33,2025-02-05 09:52:33,2025-02-13 09:52:33
CLM-341630084638,POL-107527968293,ZW-PH-0594595012,9EU3L15S433ZEUGTW,OTHER,PAID,MINOR,2026-01-31 08:59:22,"Roadblock, Shamva, MASHONALAND_CENTRAL",Collision with cyclist at roundabout near Airport Road,1,622.64,584.160848,584.160848,BANK_TRANSFER,,0.0913,False,,2026-02-01 12:59:22,2026-02-18 12:59:22,
CLM-497161338985,POL-694568397852,ZW-PH-0594595012,4DPPZXFTVWR3HK5LR,ACCIDENT,CLOSED,MODERATE,2026-01-13 21:45:11,"Parking Lot, Shamva, MASHONALAND_CENTRAL",Collision in Westgate shopping mall parking area while reversing,2,507.24,437.697396,437.697396,SWIPE,,0.0204,False,,2026-01-14 18:45:11,2026-01-21 18:45:11,2026-01-30 18:45:11
CLM-942426647075,POL-799973041622,ZW-PH-3427554000,0MHFEJE6C6KN80U8F,THEFT,CLOSED,MINOR,2025-08-04 18:04:04,"Farm Road, Plumtree, MATABELELAND_SOUTH",Theft of tools from bakkie load bed at construction site,1,593.51,523.831926,523.831926,ECOCASH,,0.1275,False,,2025-08-06 02:04:04,2025-08-15 02:04:04,2025-08-29 02:04:04
CLM-022857593064,POL-156252573371,ZW-PH-0834937982,CU815RRZ649NCDPJM,ACCIDENT,PAID,MAJOR,2026-02-19 05:38:28,"Shopping Center Parking, Bulawayo, BULAWAYO",Rear-ended at traffic light during rush hour on Samora Machel Avenue,1,1138.97,976.325084,976.325084,ECOCASH,,0.1434,False,,2026-02-19 14:38:28,2026-02-28 14:38:28,
CLM-065828268076,POL-156252573371,ZW-PH-0834937982,CU815RRZ649NCDPJM,THEFT,PAID,MAJOR,2026-02-13 01:30:12,"Tollgate, Bulawayo, BULAWAYO","Car broken into at Avondale flea market, laptop and handbag stolen",1,1000.77,952.332732,952.332732,ECOCASH,,0.0923,False,,2026-02-15 01:30:12,2026-02-27 01:30:12,
CLM-792969246286,POL-935060491110,ZW-PH-0115571215,LW0GRA6003AX085AF,THEFT,CLOSED,MODERATE,2025-11-03 20:44:27,"Beitbridge Border Post, Gwanda, MATABELELAND_SOUTH",Wheels and rims stolen while parked on Jason Moyo Avenue overnight,1,968.69,841.307265,841.307265,CASH,,0.4493,False,,2025-11-05 22:44:27,2025-11-21 22:44:27,2025-11-27 22:44:27
CLM-049974435190,POL-103684330307,ZW-PH-4330920359,GYJ0HZ0JGR4P3N065,ACCIDENT,APPROVED,MODERATE,2025-09-30 15:35:48,"Bulawayo Road, Bulawayo, BULAWAYO",Single vehicle accident — lost control on wet road near Mutare,1,6510.65,5608.924975,0.00,SWIPE,,0.0528,False,,2025-10-03 04:35:48,2025-10-22 04:35:48,
CLM-069960949239,POL-677579407268,ZW-PH-4849000297,YL0L80Z8B3JUP8LY3,THEFT,REJECTED,MINOR,2026-01-11 08:51:15,"Robert Mugabe Road, Mutare, MANICALAND","Car broken into at Avondale flea market, laptop and handbag stolen",1,2753.78,0.00,0.00,ECOCASH,,0.1457,False,,2026-01-11 20:51:15,2026-01-27 20:51:15,2026-01-27 20:51:15
CLM-569795715752,POL-677579407268,ZW-PH-4849000297,YL0L80Z8B3JUP8LY3,ACCIDENT,APPROVED,MINOR,2026-04-11 16:43:50,"Rural Road, Mutare, MANICALAND",Collision in Westgate shopping mall parking area while reversing,2,1683.63,1474.354791,0.00,BANK_TRANSFER,,0.2483,False,,2026-04-12 02:43:50,2026-04-20 02:43:50,
CLM-685358504602,POL-889729785413,ZW-PH-3408315273,PK1PNWJAZ3EWDJL3E,ACCIDENT,PAID,MODERATE,2026-02-10 23:21:53,"Commuter Terminus, Shamva, MASHONALAND_CENTRAL",T-bone collision at four-way stop near Chitungwiza,1,1244.07,1162.334601,1162.334601,CASH,,0.12560000000000002,False,Multiple claims history,2026-02-11 07:21:53,2026-02-25 07:21:53,
CLM-703248955289,POL-889729785413,ZW-PH-3408315273,PK1PNWJAZ3EWDJL3E,VANDALISM,CLOSED,MODERATE,2026-02-14 06:03:47,"Commuter Terminus, Shamva, MASHONALAND_CENTRAL",Interior fabric slashed and dashboard cracked,1,1191.69,1014.366528,1014.366528,ECOCASH,,0.28800000000000003,False,Multiple claims history,2026-02-14 13:03:47,2026-02-25 13:03:47,2026-03-10 13:03:47
CLM-864864754824,POL-889729785413,ZW-PH-3408315273,PK1PNWJAZ3EWDJL3E,FIRE,APPROVED,MINOR,2026-01-07 05:46:44,"Border Post Area, Beitbridge, MASHONALAND_CENTRAL",Vehicle caught fire after rear-end collision,1,361.94,325.782194,0.00,ECOCASH,,0.5894,False,Incident at border crossing — difficult to verify independently; Multiple claims history,2026-01-07 12:46:44,2026-01-22 12:46:44,
CLM-801670337566,POL-889729785413,ZW-PH-3408315273,PK1PNWJAZ3EWDJL3E,ACCIDENT,PAID,MAJOR,2026-03-19 11:24:10,"Border Post Area, Beitbridge, MASHONALAND_CENTRAL",Backed into another vehicle at Borrowdale Racecourse parking,2,2053.82,1853.983314,1853.983314,BANK_TRANSFER,,0.6728999999999999,False,Incident at border crossing — difficult to verify independently; Multiple claims history,2026-03-19 16:24:10,2026-04-02 16:24:10,
CLM-624063209244,POL-721614040573,ZW-PH-0383372447,DP3GF949VF6YUYGYY,THEFT,PAID,MODERATE,2025-04-03 14:54:07,"Highway A1, Hwange, MATABELELAND_NORTH",Vehicle stolen from residential driveway in Borrowdale overnight,1,1970.01,1967.054985,1967.054985,BANK_TRANSFER,,0.2237,False,Multiple claims history,2025-04-06 01:54:07,2025-04-17 01:54:07,
CLM-969737862630,POL-721614040573,ZW-PH-0383372447,DP3GF949VF6YUYGYY,OTHER,PAID,MINOR,2025-01-29 04:21:55,"Highway A2, Hwange, MATABELELAND_NORTH",Rock thrown at windscreen from overpass near Chitungwiza,1,419.05,418.924285,418.924285,BANK_TRANSFER,,0.3009,False,Multiple claims history,2025-01-29 22:21:55,2025-02-07 22:21:55,
CLM-686184418691,POL-721614040573,ZW-PH-0383372447,DP3GF949VF6YUYGYY,ACCIDENT,CLOSED,MINOR,2024-12-23 13:56:46,"Industrial Area, Hwange, MATABELELAND_NORTH",Side collision at intersection — other driver ran red light in Harare CBD,3,711.16,652.560416,652.560416,BANK_TRANSFER,,0.3462,False,Multiple claims history,2024-12-25 12:56:46,2025-01-14 12:56:46,2025-01-27 12:56:46
CLM-136757195627,POL-548721406723,ZW-PH-3748910350,VPZ74YRAAKG1HM9DB,OTHER,PAID,MINOR,2025-06-23 11:49:08,"Highway A5, Chiredzi, MASVINGO",Collision with donkey cart on rural road near Chiredzi,1,986.89,931.722849,931.722849,CASH,,0.2677,False,,2025-06-25 15:49:08,2025-07-14 15:49:08,
CLM-979940761729,POL-122374089751,ZW-PH-7252537244,CEEGB8H7B15UT02RK,ACCIDENT,CLOSED,TOTAL_LOSS,2026-01-09 07:27:44,"Township Road, Chipinge, MANICALAND",Hit while parked at Sam Levy Shopping Centre,2,10170.45,9219.512925,9219.512925,SWIPE,,0.1921,False,,2026-01-11 19:27:44,2026-01-16 19:27:44,2026-01-27 19:27:44
CLM-549072475354,POL-882503607334,ZW-PH-5729200751,5KUT6741E92R3EAGU,THEFT,PAID,MODERATE,2026-03-17 11:05:17,"Farm Road, Gokwe, MIDLANDS",Theft of tools from bakkie load bed at construction site,1,898.34,782.364306,782.364306,CASH,,0.1341,False,,2026-03-17 22:05:17,2026-03-28 22:05:17,
CLM-539096320082,POL-606446397475,ZW-PH-5729200751,8DNBC1G94ZCRM9PUU,OTHER,APPROVED,MINOR,2026-04-11 16:08:04,"Highway A1, Gokwe, MIDLANDS",Collision with cattle on A5 rural road near Gwanda,1,375.54,361.344588,0.00,SWIPE,,0.0257,False,,2026-04-13 20:08:04,2026-04-27 20:08:04,
CLM-102883453386,POL-881014561569,ZW-PH-1746420702,ZDWND4G3L7S3GMKV7,VANDALISM,PAID,MODERATE,2025-08-16 09:00:11,"Industrial Area, Ruwa, HARARE",Interior fabric slashed and dashboard cracked,1,3541.16,3197.66748,3197.66748,CASH,,0.1357,False,,2025-08-19 03:00:11,2025-09-08 03:00:11,
CLM-154172221541,POL-086712341212,ZW-PH-0543403332,H8VVL5WPAY4467S3W,ACCIDENT,CLOSED,MAJOR,2024-11-19 22:36:54,"Commuter Terminus, Beitbridge, MATABELELAND_SOUTH",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,6694.79,5699.944206,5699.944206,BANK_TRANSFER,,0.0875,False,,2024-11-22 12:36:54,2024-11-30 12:36:54,2024-12-12 12:36:54
CLM-081117071276,POL-339118273306,ZW-PH-7796641498,JM8877YXKL3WKUMGK,NATURAL_DISASTER,UNDER_REVIEW,MODERATE,2026-04-03 03:18:53,"Township Road, Makuti, MASHONALAND_WEST",Msasa tree fell on vehicle during Cyclone-linked winds in Mutare,1,1838.1,0.00,0.00,CASH,,0.2569,False,,2026-04-05 06:18:53,,
CLM-135699762926,POL-339118273306,ZW-PH-7796641498,JM8877YXKL3WKUMGK,ACCIDENT,PAID,MINOR,2025-12-02 22:05:40,"Highway A2, Makuti, MASHONALAND_WEST","Hit and run incident on Simon Mazorodze Road, other driver fled",2,797.43,750.062658,750.062658,BANK_TRANSFER,,0.2506,False,,2025-12-04 09:05:40,2025-12-11 09:05:40,
CLM-028809955745,POL-139824390885,ZW-PH-9300098670,ZFWZD5R4WRB995J8U,ACCIDENT,CLOSED,MINOR,2024-10-30 22:14:12,"Airport Road, Ruwa, MASHONALAND_EAST",Single vehicle accident — lost control on wet road near Mutare,4,818.87,817.23226,817.23226,BANK_TRANSFER,,0.1636,False,,2024-11-01 18:14:12,2024-11-17 18:14:12,2024-11-23 18:14:12
CLM-778033985038,POL-707872445709,ZW-PH-6706387590,B6XNUJC3Y8XDCZ13L,ACCIDENT,PAID,MINOR,2025-05-09 01:58:27,"Main Street, Gokwe, MIDLANDS",Backed into another vehicle at Borrowdale Racecourse parking,1,2474.44,2106.738216,2106.738216,CASH,,0.0775,False,,2025-05-09 23:58:27,2025-05-29 23:58:27,
CLM-780818437064,POL-683029529382,ZW-PH-3561720069,7KJFFWM3KEZKHXF9T,ACCIDENT,PAID,MINOR,2024-07-07 05:03:10,"Gas Station, Shurugwi, MIDLANDS",Multi-vehicle collision on A1 highway due to sudden braking,3,1448.99,1347.995397,1347.995397,ECOCASH,,0.2835,False,,2024-07-08 12:03:10,2024-07-16 12:03:10,
CLM-150086260440,POL-182949827636,ZW-PH-3506273036,HV42103XKXMT7ECFC,ACCIDENT,APPROVED,MINOR,2026-04-06 16:59:07,"Robert Mugabe Road, Victoria Falls, MATABELELAND_NORTH",T-bone collision at four-way stop near Chitungwiza,3,374.88,332.368608,0.00,ECOCASH,,0.4877,False,,2026-04-08 19:59:07,2026-04-17 19:59:07,
CLM-067773348826,POL-143162710236,ZW-PH-7225327800,RP4AMRF062SU4L380,ACCIDENT,APPROVED,MODERATE,2026-02-09 03:23:19,"Main Street, Gwanda, MATABELELAND_SOUTH",Hit while parked at Sam Levy Shopping Centre,2,639.21,548.633943,0.00,CASH,,0.28,False,,2026-02-09 20:23:19,2026-03-01 20:23:19,
CLM-969206477705,POL-143162710236,ZW-PH-7225327800,RP4AMRF062SU4L380,ACCIDENT,UNDER_REVIEW,MINOR,2026-01-15 17:00:00,"Industrial Area, Gwanda, MATABELELAND_SOUTH",Side-swipe on Bulawayo Road near Gweru tollgate,3,5581.37,502.098292,502.098292,CASH,,0.7324,True,Claim filed within first 14 days of policy inception; Staged incident in high-risk location with near-maximum claim,2026-01-16 12:00:00,2026-02-14 00:12:26,2026-02-21 00:12:26
CLM-117880018963,POL-902008863495,ZW-PH-6750875453,M7XSSFVSFUVMR2LMC,ACCIDENT,PAID,MAJOR,2025-04-02 02:34:17,"Robert Mugabe Road, Chipinge, MANICALAND",T-bone collision at four-way stop near Chitungwiza,2,8115.44,6982.524576,6982.524576,SWIPE,,0.1168,False,,2025-04-02 23:34:17,2025-04-11 23:34:17,
CLM-619917765738,POL-727210240793,ZW-PH-0945393772,6JN7J0C9SRSHY42CC,ACCIDENT,PAID,MINOR,2025-12-28 12:52:28,"Robert Mugabe Road, Gweru, MIDLANDS",Single vehicle accident — lost control on wet road near Mutare,2,1694.81,1449.570993,1449.570993,CASH,,0.2203,False,,2025-12-29 05:52:28,2026-01-12 05:52:28,
CLM-736840419727,POL-675926584209,ZW-PH-3470416549,A91WVFYEDML32Y0GA,THEFT,SUBMITTED,MAJOR,2026-04-21 04:31:44,"Commuter Terminus, Makuti, MASHONALAND_WEST","Break-in at office park, sound system and GPS unit stolen",1,2205.54,0.00,0.00,CASH,,0.149,False,,2026-04-23 11:31:44,,
CLM-096923263118,POL-996529651607,ZW-PH-1172539628,PWNJXTR5KGVFH1ADB,ACCIDENT,APPROVED,MINOR,2026-04-04 09:51:11,"Farm Road, Marondera, MASHONALAND_EAST",T-bone collision at four-way stop near Chitungwiza,4,160.64,152.640128,0.00,SWIPE,,0.0082,False,,2026-04-06 07:51:11,2026-04-19 07:51:11,
CLM-220853597799,POL-217344050836,ZW-PH-6300890484,2BMZDR3WXGXNZJTFN,ACCIDENT,SUBMITTED,MINOR,2026-04-23 16:04:40,"Roadblock, Kariba, MASHONALAND_WEST",Multi-vehicle collision on A1 highway due to sudden braking,2,1508.52,0.00,0.00,BANK_TRANSFER,,0.1394,False,,2026-04-26 15:04:40,,
CLM-075779431097,POL-556366779611,ZW-PH-2750265283,90BET00Y1GTKPD514,VANDALISM,PAID,MINOR,2026-03-06 19:05:05,"Chirundu Border Post, Shamva, MASHONALAND_CENTRAL","Windscreen and side windows smashed, nothing stolen",1,437.69,373.743491,373.743491,SWIPE,,0.0416,False,,2026-03-07 20:05:05,2026-03-26 20:05:05,
CLM-167877599731,POL-556366779611,ZW-PH-2750265283,90BET00Y1GTKPD514,ACCIDENT,CLOSED,MINOR,2026-01-07 16:02:59,"Chirundu Border Post, Shamva, MASHONALAND_CENTRAL",Collision in Westgate shopping mall parking area while reversing,2,936.87,916.446234,916.446234,CASH,,0.1563,False,,2026-01-08 19:02:59,2026-01-27 19:02:59,2026-02-02 19:02:59
CLM-117623569210,POL-714074863636,ZW-PH-6399528501,VFFHZ04K9YL78EPZA,ACCIDENT,CLOSED,MINOR,2025-03-22 03:49:33,"Bulawayo CBD, Binga, MATABELELAND_NORTH",Hit while parked at Sam Levy Shopping Centre,1,435.81,435.766419,435.766419,SWIPE,,0.2607,False,,2025-03-24 20:49:33,2025-04-03 20:49:33,2025-04-18 20:49:33
CLM-805186131745,POL-714074863636,ZW-PH-6399528501,VFFHZ04K9YL78EPZA,ACCIDENT,PAID,MODERATE,2025-12-23 02:32:41,"Harare CBD, Binga, MATABELELAND_NORTH","Hit and run incident on Simon Mazorodze Road, other driver fled",1,2967.06,1270.355634,1270.355634,CASH,,0.6014,False,Claimed amount grossly inflated beyond vehicle proportion,2025-12-23 23:32:41,2026-01-11 23:32:41,
CLM-677072301824,POL-653645322544,ZW-PH-0891867456,06CVWLC119AJGCDF7,ACCIDENT,PAID,MODERATE,2026-03-23 01:11:43,"Main Street, Chinhoyi, MASHONALAND_WEST",Side-swipe on Bulawayo Road near Gweru tollgate,2,1912.0,1670.51440,1670.51440,ECOCASH,,0.2784,False,Multiple claims history,2026-03-24 16:11:43,2026-04-05 16:11:43,
CLM-728205067881,POL-653645322544,ZW-PH-0891867456,06CVWLC119AJGCDF7,ACCIDENT,PAID,MODERATE,2026-01-03 22:25:49,"Township Road, Chinhoyi, MASHONALAND_WEST",Hit while parked at Sam Levy Shopping Centre,2,1201.31,1082.740703,1082.740703,ECOCASH,,0.2753,False,Multiple claims history,2026-01-06 17:25:49,2026-01-21 17:25:49,
